SERIES,INCHIKEY,ISOSMILES,MULTIPLET,FRAGMENTS,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,molecular_weight_drugbank_approved_percentile,logP_drugbank_approved_percentile,hydrogen_bond_acceptors_drugbank_approved_percentile,hydrogen_bond_donors_drugbank_approved_percentile,Lipinski_drugbank_approved_percentile,QED_drugbank_approved_percentile,stereo_centers_drugbank_approved_percentile,tpsa_drugbank_approved_percentile,AMES_drugbank_approved_percentile,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,Carcinogens_Lagunin_drugbank_approved_percentile,ClinTox_drugbank_approved_percentile,DILI_drugbank_approved_percentile,HIA_Hou_drugbank_approved_percentile,NR-AR-LBD_drugbank_approved_percentile,NR-AR_drugbank_approved_percentile,NR-AhR_drugbank_approved_percentile,NR-Aromatase_drugbank_approved_percentile,NR-ER-LBD_drugbank_approved_percentile,NR-ER_drugbank_approved_percentile,NR-PPAR-gamma_drugbank_approved_percentile,PAMPA_NCATS_drugbank_approved_percentile,Pgp_Broccatelli_drugbank_approved_percentile,SR-ARE_drugbank_approved_percentile,SR-ATAD5_drugbank_approved_percentile,SR-HSE_drugbank_approved_percentile,SR-MMP_drugbank_approved_percentile,SR-p53_drugbank_approved_percentile,Skin_Reaction_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Half_Life_Obach_drugbank_approved_percentile,HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile,LD50_Zhu_drugbank_approved_percentile,Lipophilicity_AstraZeneca_drugbank_approved_percentile,PPBR_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,VDss_Lombardo_drugbank_approved_percentile,REOS_violations,DL_score,SA_score,RMSD
18015,CKNWIGZEHGWHKJ-UHFFFAOYSA-L,N#Cc1cccc(COP(=O)([O-])OP(=O)([O-])OCn2ccc3c(N)ncnc32)c1,"(pose_E325_0676_021, pose_H241_0874_011)",[1*]c1c([4*])n([6*])c2ncnc(N)c12.[14*]c1cc([18*])cc(C#N)c1.[6*]COP(=O)([O-])OP(=O)([O-])OC[18*],437.245,1.029,12,1,3,0.495,2,188.47,0.239,0.853,0.853,0.012,0.115,0.282,0.068,0.099,0.054,0.457,0.162,0.21,0.306,0.892,0.962,0.007,0.019,0.186,0.182,0.049,0.183,0.002,0.646,0.068,0.076,0.004,0.001,0.023,0.018,0.127,0.592,-5.413,22.545,21.741,23.752,-12.736,3.658,1.508,82.63,-2.289,3.04,73.168,32.959,92.323,36.681,20.919,46.413,68.864,90.074,58.434,61.768,61.264,35.363,52.23,75.533,58.666,48.468,51.609,47.654,62.97,59.868,76.851,80.109,31.95,39.667,43.311,80.729,83.792,76.503,77.356,31.097,42.226,46.917,38.271,43.893,13.339,43.311,46.956,9.422,67.856,26.755,35.324,54.711,70.415,22.528,95.037,50.64,60.023,64.405,61.497,1,0.857,4.273,0.3
50818,MOZWWPFOPABHBC-UHFFFAOYSA-N,Nc1ccc(NC(=O)CCC(=O)N=NC=C2C(=O)Nc3ccccc32)cc1,"(pose_E325_0719_03, pose_H241_0900_017)",[1*]c1ccc2c(c1)C(=[9*])C(=O)N2.[13*]c1ccc(N)c([19*])c1.[9*]=CN=NC(=O)CCC(=O)N[13*],363.377,2.96,5,3,4,0.429,0,126.01,0.81,0.784,0.829,0.361,0.353,0.211,0.327,0.116,0.078,0.517,0.566,0.603,0.158,0.922,0.996,0.013,0.067,0.894,0.095,0.016,0.223,0.011,0.733,0.29,0.501,0.171,0.041,0.593,0.116,0.686,0.753,-5.238,33.184,-0.211,24.708,-12.213,2.602,1.946,76.383,-5.755,-3.859,56.844,61.187,59.112,77.259,63.804,37.611,22.489,79.837,94.921,54.246,55.797,78.596,76.037,64.327,83.831,52.695,57.891,52.811,82.745,93.059,61.342,84.413,49.632,54.789,80.38,98.953,72.431,46.607,82.629,61.652,48.468,66.266,83.637,92.865,71.423,88.949,77.356,74.447,75.145,34.742,46.917,28.461,71.307,26.328,54.944,59.131,51.144,6.902,12.524,0,0.871,2.744,0.3
32134,ZJMNLQURWBHBGC-UHFFFAOYSA-N,CC(=O)c1cccc2[nH]c(CCNC(=O)OCc3c[nH]nn3)nc12,"(pose_E325_0693_017, pose_H241_0929_023)",[1*]c1cc(C(C)=O)c2nc([8*])[nH]c2c1.[15*]c1cn([19*])nn1.[8*]CCNC(=O)OC[15*],328.332,1.352,6,3,4,0.586,0,125.65,0.8,0.911,0.926,0.389,0.359,0.256,0.12,0.089,0.044,0.358,0.149,0.11,0.181,0.942,1.0,0.004,0.002,0.47,0.011,0.004,0.055,0.008,0.575,0.224,0.197,0.038,0.036,0.02,0.112,0.354,0.103,-5.436,44.285,16.706,-22.835,-16.199,2.194,0.5,75.714,-2.556,-8.154,48.74,36.952,69.504,77.259,63.804,59.015,22.489,79.76,94.688,69.058,82.125,79.643,76.541,71.966,68.399,45.793,48.468,37.767,61.497,40.675,64.056,87.476,83.986,26.25,6.126,92.245,38.736,20.124,29.74,58.511,37.65,62.854,60.954,76.929,68.748,41.76,77.007,42.226,30.283,25.863,57.425,48.856,6.708,6.359,29.624,34.432,50.446,59.752,2.753,0,0.907,2.946,0.3
48509,MOZWWPFOPABHBC-UHFFFAOYSA-N,Nc1ccc(NC(=O)CCC(=O)N=NC=C2C(=O)Nc3ccccc32)cc1,"(pose_E325_0719_019, pose_H241_0900_05)",[1*]c1ccc2c(c1)C(=[9*])C(=O)N2.[13*]c1ccc(N)c([19*])c1.[9*]=CN=NC(=O)CCC(=O)N[13*],363.377,2.96,5,3,4,0.429,0,126.01,0.81,0.784,0.829,0.361,0.353,0.211,0.327,0.116,0.078,0.517,0.566,0.603,0.158,0.922,0.996,0.013,0.067,0.894,0.095,0.016,0.223,0.011,0.733,0.29,0.501,0.171,0.041,0.593,0.116,0.686,0.753,-5.238,33.184,-0.211,24.708,-12.213,2.602,1.946,76.383,-5.755,-3.859,56.844,61.187,59.112,77.259,63.804,37.611,22.489,79.837,94.921,54.246,55.797,78.596,76.037,64.327,83.831,52.695,57.891,52.811,82.745,93.059,61.342,84.413,49.632,54.789,80.38,98.953,72.431,46.607,82.629,61.652,48.468,66.266,83.637,92.865,71.423,88.949,77.356,74.447,75.145,34.742,46.917,28.461,71.307,26.328,54.944,59.131,51.144,6.902,12.524,0,0.871,2.744,0.31
48164,MOZWWPFOPABHBC-UHFFFAOYSA-N,Nc1ccc(NC(=O)CCC(=O)N=NC=C2C(=O)Nc3ccccc32)cc1,"(pose_E325_0719_017, pose_H241_0900_02)",[1*]c1ccc2c(c1)C(=[9*])C(=O)N2.[13*]c1ccc(N)c([19*])c1.[9*]=CN=NC(=O)CCC(=O)N[13*],363.377,2.96,5,3,4,0.429,0,126.01,0.81,0.784,0.829,0.361,0.353,0.211,0.327,0.116,0.078,0.517,0.566,0.603,0.158,0.922,0.996,0.013,0.067,0.894,0.095,0.016,0.223,0.011,0.733,0.29,0.501,0.171,0.041,0.593,0.116,0.686,0.753,-5.238,33.184,-0.211,24.708,-12.213,2.602,1.946,76.383,-5.755,-3.859,56.844,61.187,59.112,77.259,63.804,37.611,22.489,79.837,94.921,54.246,55.797,78.596,76.037,64.327,83.831,52.695,57.891,52.811,82.745,93.059,61.342,84.413,49.632,54.789,80.38,98.953,72.431,46.607,82.629,61.652,48.468,66.266,83.637,92.865,71.423,88.949,77.356,74.447,75.145,34.742,46.917,28.461,71.307,26.328,54.944,59.131,51.144,6.902,12.524,0,0.871,2.744,0.31
19532,CIDLTESXQOKHCC-UHFFFAOYSA-N,Cc1c(OCCCNCc2c[nH]nn2)[nH]c2ccc(O)cc12,"(pose_E325_0677_016, pose_H241_0929_02)",[1*]c1c(C)c2cc(O)ccc2n1[12*].[14*]c1cn([18*])nn1.*N(C[14*])CCCO[1*],301.35,1.859,5,4,4,0.499,0,98.85,0.651,0.497,0.793,0.796,0.235,0.122,0.093,0.504,0.145,0.55,0.294,0.113,0.115,0.466,0.999,0.007,0.005,0.496,0.014,0.042,0.097,0.012,0.517,0.134,0.112,0.062,0.077,0.075,0.158,0.576,0.467,-5.791,75.449,13.126,-15.118,-12.456,2.369,1.142,82.301,-2.398,-2.171,40.791,43.428,59.112,86.022,63.804,46.917,22.489,66.537,90.423,30.554,49.864,92.09,67.274,42.42,64.25,86.157,68.476,55.874,71.85,41.489,54.44,52.152,72.121,40.675,13.455,92.904,41.954,72.547,53.974,63.474,34.975,55.099,47.421,82.358,81.504,59.636,81.504,64.521,61.729,15.859,80.225,43.971,12.485,24.699,39.938,44.668,59.403,62.35,20.124,0,0.861,3.147,0.31
13031,ZCYYZOXHEXFCFW-LBPRGKRZSA-L,N#Cc1cccc(COP(=O)([O-])OP(=O)([O-])OC[C@H]2C=CNCC2)c1,"(pose_E325_0657_07, pose_H241_0874_06)",[1*][C@H]1C=CNCC1.[8*]c1cc([12*])cc(C#N)c1.[1*]COP(=O)([O-])OP(=O)([O-])OC[12*],386.237,1.168,9,1,4,0.651,3,143.77,0.079,0.718,0.84,0.016,0.199,0.219,0.03,0.253,0.164,0.492,0.227,0.18,0.073,0.356,0.964,0.005,0.044,0.073,0.035,0.028,0.157,0.002,0.771,0.08,0.022,0.002,0.002,0.02,0.004,0.201,0.316,-5.388,29.782,-3.746,15.859,-9.076,4.573,0.833,65.422,-1.431,3.67,61.962,34.742,86.254,36.681,63.804,67.119,75.436,83.598,28.306,47.926,58.589,38.891,63.707,65.801,47.111,70.88,70.337,50.601,68.011,55.021,44.203,44.009,32.299,33.191,69.872,66.886,55.176,62.931,72.082,34.742,51.377,48.507,17.798,29.779,16.053,42.032,24.816,20.551,52.036,27.491,43.893,23.653,62.195,56.068,99.612,39.473,37.767,77.239,65.917,0,0.871,4.864,0.31
49175,CWKBADPMUAOTFL-UHFFFAOYSA-N,O=C(CS(=O)(=O)Cc1c[nH]nn1)N=C1C(=O)Nc2ccccc21,"(pose_E325_0719_021, pose_H241_0929_021)",[1*]c1ccc2c(c1)C(=[9*])C(=O)N2.[13*]c1cn([17*])nn1.[9*]=NC(=O)CS(=O)(=O)C[13*],333.329,-0.312,6,2,4,0.788,0,134.24,0.264,0.872,0.888,0.077,0.045,0.563,0.052,0.055,0.006,0.362,0.027,0.284,0.113,0.979,0.997,0.005,0.005,0.085,0.005,0.005,0.061,0.008,0.211,0.101,0.104,0.014,0.014,0.101,0.094,0.569,0.096,-5.32,18.754,-6.487,32.924,-15.834,2.332,-0.194,64.725,-3.946,-1.74,49.903,19.891,69.504,60.857,63.804,87.204,22.489,81.504,62.156,63.862,69.717,56.96,36.099,95.735,54.401,35.712,18.651,38.116,40.597,70.454,53.936,96.937,54.75,33.075,14.618,69.058,30.671,21.753,33.812,56.999,21.093,51.377,45.444,62.078,50.291,63.397,75.068,63.901,29.469,30.632,31.679,20.008,77.666,7.29,37.767,23.071,37.03,33.075,23.381,0,0.872,3.307,0.31
32138,YSJWWWLQTQALJA-UHFFFAOYSA-N,CC(=O)c1cccc2[nH]c(CCNC(=O)COc3c[nH]nn3)nc12,"(pose_E325_0693_017, pose_H241_0929_09)",[1*]c1cc(C(C)=O)c2nc([8*])[nH]c2c1.[15*]c1cn([19*])nn1.[8*]CCNC(=O)CO[15*],328.332,0.621,6,3,4,0.546,0,125.65,0.569,0.738,0.886,0.218,0.192,0.272,0.079,0.109,0.035,0.411,0.092,0.086,0.109,0.879,1.0,0.004,0.004,0.25,0.014,0.005,0.045,0.009,0.519,0.249,0.097,0.01,0.05,0.011,0.029,0.384,0.161,-5.517,50.895,16.219,-38.686,-15.689,1.975,0.323,80.882,-3.165,-11.079,48.74,29.042,69.504,77.259,63.804,53.664,22.489,79.76,86.506,49.826,69.213,71.152,62.427,74.331,61.729,51.221,44.785,43.001,54.207,33.152,53.199,79.062,74.486,28.383,9.849,84.955,41.877,21.753,22.761,58.705,35.13,63.94,43.35,56.262,74.952,33.889,55.332,45.715,38.387,22.644,62.776,47.732,1.59,7.639,18.883,31.563,57.58,47.344,0.853,0,0.925,2.95,0.31
55414,UFSAXOUHYUBODB-UHFFFAOYSA-N,Cc1csc(C=CC(=O)NCCc2c[nH]nn2)c1,"(pose_E325_0744_011, pose_H241_0940_022)",[1*]c1cn([5*])nn1.[8*]c1sc([12*])c(C)c1[16*].[1*]CCNC(=O)C=C[8*],262.338,1.547,4,2,4,0.803,0,70.67,0.5,0.89,0.934,0.631,0.548,0.189,0.131,0.123,0.028,0.387,0.272,0.135,0.113,0.824,1.0,0.02,0.007,0.235,0.018,0.016,0.161,0.028,0.796,0.032,0.25,0.126,0.125,0.047,0.091,0.838,0.059,-5.335,60.351,32.136,-10.114,-12.782,2.512,1.129,69.273,-2.207,-9.875,30.322,39.24,46.472,60.857,63.804,89.725,22.489,46.685,82.706,65.839,84.18,86.817,85.731,59.48,69.872,54.207,41.14,40.675,70.686,46.064,53.936,73.905,73.943,67.352,17.759,84.025,45.56,46.879,73.207,76.154,53.819,37.34,66.693,90.655,87.243,53.548,74.525,88.019,23.265,29.934,70.686,63.397,19.193,22.257,48.817,44.397,42.73,66.111,1.318,0,0.858,3.185,0.31
19000,ZLUYIVRJTYJVNI-UHFFFAOYSA-L,Nc1ncnc2c1ccn2COP(=O)([O-])OP(=O)([O-])OCc1cccc(CCO)c1,"(pose_E325_0676_07, pose_H241_0916_023)",[1*]c1c([4*])n([6*])c2ncnc(N)c12.[14*]c1cccc(CCO)c1.[6*]COP(=O)([O-])OP(=O)([O-])OC[14*],456.288,0.693,12,2,3,0.409,2,184.91,0.109,0.757,0.763,0.008,0.111,0.329,0.069,0.075,0.131,0.364,0.081,0.173,0.174,0.796,0.943,0.007,0.022,0.138,0.101,0.017,0.193,0.001,0.469,0.081,0.05,0.001,0.002,0.027,0.007,0.096,0.574,-5.632,19.231,24.081,20.133,-13.878,3.139,1.309,76.306,-1.078,0.66,76.425,29.779,92.323,60.857,20.919,34.858,68.864,89.647,35.595,51.842,44.668,30.71,51.648,81.272,59.131,41.605,67.119,38.348,52.579,53.625,63.28,71.152,29.624,38.891,48.507,76.154,73.245,48.585,78.907,23.575,32.687,48.662,30.361,28.422,14.385,45.677,32.765,5.002,67.507,19.891,32.144,56.727,67.158,14.734,84.529,47.499,51.105,82.28,42.381,2,0.863,4.228,0.31
19533,CIDLTESXQOKHCC-UHFFFAOYSA-N,Cc1c(OCCCNCc2c[nH]nn2)[nH]c2ccc(O)cc12,"(pose_E325_0677_016, pose_H241_0929_020)",[1*]c1c(C)c2cc(O)ccc2n1[12*].[14*]c1cn([18*])nn1.*N(C[14*])CCCO[1*],301.35,1.859,5,4,4,0.499,0,98.85,0.651,0.497,0.793,0.796,0.235,0.122,0.093,0.504,0.145,0.55,0.294,0.113,0.115,0.466,0.999,0.007,0.005,0.496,0.014,0.042,0.097,0.012,0.517,0.134,0.112,0.062,0.077,0.075,0.158,0.576,0.467,-5.791,75.449,13.126,-15.118,-12.456,2.369,1.142,82.301,-2.398,-2.171,40.791,43.428,59.112,86.022,63.804,46.917,22.489,66.537,90.423,30.554,49.864,92.09,67.274,42.42,64.25,86.157,68.476,55.874,71.85,41.489,54.44,52.152,72.121,40.675,13.455,92.904,41.954,72.547,53.974,63.474,34.975,55.099,47.421,82.358,81.504,59.636,81.504,64.521,61.729,15.859,80.225,43.971,12.485,24.699,39.938,44.668,59.403,62.35,20.124,0,0.861,3.147,0.31
31505,BKGZGPKOMVLTPU-UHFFFAOYSA-N,CC(=O)c1cccc2[nH]c(CS(=O)(=O)CC(=O)N=C3CC=CNC3=O)nc12,"(pose_E325_0693_014, pose_H241_0912_09)",[1*]c1cc(C(C)=O)c2nc([8*])[nH]c2c1.[15*]=C1CC=CNC1=O.[8*]CS(=O)(=O)CC(=O)N=[15*],388.405,0.681,6,2,4,0.722,0,138.42,0.272,0.694,0.778,0.121,0.311,0.47,0.231,0.058,0.059,0.438,0.215,0.299,0.133,0.946,0.997,0.013,0.009,0.104,0.025,0.009,0.046,0.034,0.459,0.469,0.269,0.018,0.101,0.168,0.074,0.468,0.182,-5.423,30.334,5.616,22.003,-15.581,2.787,0.064,69.842,-3.654,-6.353,62.505,29.74,69.504,60.857,63.804,77.937,22.489,82.164,63.086,46.142,47.46,63.086,73.323,91.819,78.17,36.836,53.083,45.715,67.003,72.199,57.348,88.251,53.548,54.789,22.761,72.237,49.477,34.316,24.04,78.945,32.067,74.137,68.476,66.227,84.955,70.415,71.423,54.789,40.442,26.444,44.552,35.13,68.748,8.026,66.731,27.724,43.622,38.271,5.273,0,0.874,3.391,0.32
23238,HXHMRBYJVCFFCY-UHFFFAOYSA-N,CC1C(=NC(=O)CS(=O)(=O)Cc2cccc(CCO)c2)C(=O)NN1C,"(pose_E325_0678_020, pose_H241_0916_025)",[1*]=C1C(=O)N([8*])N(C)C1C.[11*]c1cccc(CCO)c1.[1*]=NC(=O)CS(=O)(=O)C[11*],367.427,-0.531,6,2,4,0.698,1,116.14,0.25,0.406,0.769,0.022,0.247,0.54,0.085,0.042,0.033,0.37,0.214,0.642,0.229,0.813,0.992,0.009,0.023,0.028,0.013,0.005,0.072,0.011,0.391,0.077,0.151,0.002,0.012,0.055,0.011,0.511,0.164,-5.256,-10.199,-12.765,37.546,-14.73,2.103,-0.368,59.429,-2.443,1.706,57.619,18.496,69.504,60.857,63.804,74.719,54.808,76.037,60.295,24.777,45.599,42.342,68.321,94.959,62.776,29.74,43.583,38.775,66.925,94.223,69.407,72.78,43.815,44.203,49.67,51.958,41.101,21.83,40.558,62.544,29.081,48.003,54.013,34.587,47.693,55.099,39.434,59.015,38.697,33.812,9.694,14.347,80.807,10.508,25.204,20.977,31.214,61.923,51.687,0,0.862,3.605,0.32
12903,RYLLSAPICQZKCM-ZDUSSCGKSA-L,N#Cc1cccc(COP(=O)([O-])OP(=O)([O-])OCC[C@H]2C=CNCC2)c1,"(pose_E325_0657_06, pose_H241_0874_01)",[1*][C@H]1C=CNCC1.[8*]c1cc([12*])cc(C#N)c1.[1*]CCOP(=O)([O-])OP(=O)([O-])OC[8*],400.264,1.558,9,1,4,0.611,3,143.77,0.072,0.689,0.804,0.023,0.32,0.205,0.077,0.27,0.216,0.539,0.392,0.2,0.077,0.351,0.98,0.006,0.045,0.086,0.051,0.038,0.19,0.004,0.817,0.162,0.05,0.002,0.005,0.032,0.005,0.254,0.36,-5.365,33.605,6.218,18.579,-8.365,4.574,1.113,73.843,-1.402,2.158,65.258,39.55,86.254,36.681,63.804,61.691,75.436,83.598,26.367,45.715,51.415,43.156,73.711,63.513,61.07,72.199,74.68,55.176,76.076,58.434,44.979,43.66,36.293,36.797,70.337,69.135,61.148,70.415,78.674,45.328,56.185,58.24,30.361,30.748,30.903,48.43,28.926,29.43,55.874,28.538,47.499,35.944,65.568,62.699,99.612,44.203,48.119,77.549,55.176,1,0.901,4.883,0.32
11845,ALCIXXHCIOYJAA-LBPRGKRZSA-N,O=C(NCC[C@H]1C=CNCC1)NCn1c(=O)[nH]c2ccccc21,"(pose_E325_0657_02, pose_H241_0941_016)",[1*][C@H]1C=CNCC1.[8*]n1c(=O)n([13*])c2ccccc21.*C(C[1*])NC(=O)NC[13*],315.377,1.1,4,4,4,0.666,1,90.95,0.288,0.884,0.74,0.058,0.193,0.303,0.087,0.342,0.117,0.505,0.251,0.13,0.185,0.393,0.999,0.01,0.016,0.342,0.013,0.007,0.109,0.002,0.358,0.141,0.136,0.01,0.058,0.02,0.017,0.515,0.525,-5.288,7.273,-17.134,3.091,-14.411,2.563,0.915,65.898,-2.482,-5.209,45.56,33.889,46.472,86.022,63.804,69.407,54.808,61.535,64.948,65.413,41.838,53.897,62.66,78.558,63.28,77.356,64.831,51.725,69.368,45.173,64.521,47.344,67.701,46.375,38.852,88.639,41.14,26.987,59.674,38.542,27.957,55.68,51.725,54.595,77.123,41.76,46.219,59.442,65.258,32.338,20.783,10.857,42.536,11.904,52.695,40.752,38.426,61.148,8.181,0,0.912,3.561,0.32
9576,ALCIXXHCIOYJAA-LBPRGKRZSA-N,O=C(NCC[C@H]1C=CNCC1)NCn1c(=O)[nH]c2ccccc21,"(pose_E325_0657_010, pose_H241_0941_020)",[1*][C@H]1C=CNCC1.[8*]n1c(=O)n([13*])c2ccccc21.*C(C[1*])NC(=O)NC[8*],315.377,1.1,4,4,4,0.666,1,90.95,0.288,0.884,0.74,0.058,0.193,0.303,0.087,0.342,0.117,0.505,0.251,0.13,0.185,0.393,0.999,0.01,0.016,0.342,0.013,0.007,0.109,0.002,0.358,0.141,0.136,0.01,0.058,0.02,0.017,0.515,0.525,-5.288,7.273,-17.134,3.091,-14.411,2.563,0.915,65.898,-2.482,-5.209,45.56,33.889,46.472,86.022,63.804,69.407,54.808,61.535,64.948,65.413,41.838,53.897,62.66,78.558,63.28,77.356,64.831,51.725,69.368,45.173,64.521,47.344,67.701,46.375,38.852,88.639,41.14,26.987,59.674,38.542,27.957,55.68,51.725,54.595,77.123,41.76,46.219,59.442,65.258,32.338,20.783,10.857,42.536,11.904,52.695,40.752,38.426,61.148,8.181,0,0.912,3.561,0.32
13280,IIUQBKFQNRDLDL-LBPRGKRZSA-L,Cc1csc(COP(=O)([O-])OP(=O)([O-])OCC[C@H]2C=CNCC2)c1,"(pose_E325_0657_07, pose_H241_0940_023)",[1*][C@H]1C=CNCC1.[8*]c1sc([12*])c(C)c1[16*].[1*]CCOP(=O)([O-])OP(=O)([O-])OC[8*],395.31,2.056,9,1,4,0.631,3,119.98,0.084,0.834,0.815,0.036,0.468,0.279,0.118,0.251,0.545,0.615,0.275,0.118,0.058,0.419,0.991,0.007,0.057,0.056,0.041,0.042,0.366,0.004,0.855,0.177,0.105,0.002,0.01,0.032,0.005,0.295,0.232,-5.268,63.312,24.42,35.08,-7.569,4.759,1.399,79.1,-0.619,1.533,64.405,46.491,86.254,36.681,63.804,64.56,75.436,78.054,29.74,59.364,53.432,48.236,82.706,75.184,68.282,70.725,87.049,62.35,70.997,42.536,39.977,48.817,42.148,38.813,76.347,62.97,57.697,72.354,91.508,46.762,60.178,59.636,45.87,32.648,43.117,48.158,27.801,34.82,45.599,33.346,72.741,56.96,79.411,70.221,99.884,48.856,55.603,87.747,50.019,1,0.859,5.28,0.32
33340,LESRRLPWIHGMPR-UHFFFAOYSA-N,CC(=O)c1cccc2[nH]c(CCOC(=O)NCc3c[nH]nn3)nc12,"(pose_E325_0693_09, pose_H241_0929_015)",[1*]c1cc(C(C)=O)c2nc([8*])[nH]c2c1.[15*]c1cn([19*])nn1.[8*]CCOC(=O)NC[15*],328.332,1.352,6,3,4,0.586,0,125.65,0.807,0.907,0.928,0.346,0.268,0.254,0.082,0.078,0.024,0.353,0.114,0.112,0.143,0.943,1.0,0.004,0.002,0.46,0.01,0.004,0.055,0.01,0.536,0.187,0.187,0.038,0.032,0.017,0.11,0.374,0.083,-5.423,44.814,17.327,-24.484,-16.228,2.138,0.583,77.415,-2.597,-8.329,48.74,36.952,69.504,77.259,63.804,59.015,22.489,79.76,94.804,68.554,82.435,78.015,70.182,71.733,62.233,42.342,38.697,37.224,57.193,41.179,59.054,87.631,84.335,26.212,5.661,92.051,37.767,18.767,29.469,60.605,35.789,60.411,59.558,77.045,67.197,39.511,76.658,44.281,27.375,26.444,57.929,49.515,5.7,6.359,26.871,35.673,52.927,58.899,2.559,0,0.912,2.997,0.32
18502,CKNWIGZEHGWHKJ-UHFFFAOYSA-L,N#Cc1cccc(COP(=O)([O-])OP(=O)([O-])OCn2ccc3c(N)ncnc32)c1,"(pose_E325_0676_023, pose_H241_0874_09)",[1*]c1c([4*])n([6*])c2ncnc(N)c12.[14*]c1cc([18*])cc(C#N)c1.[6*]COP(=O)([O-])OP(=O)([O-])OC[18*],437.245,1.029,12,1,3,0.495,2,188.47,0.239,0.853,0.853,0.012,0.115,0.282,0.068,0.099,0.054,0.457,0.162,0.21,0.306,0.892,0.962,0.007,0.019,0.186,0.182,0.049,0.183,0.002,0.646,0.068,0.076,0.004,0.001,0.023,0.018,0.127,0.592,-5.413,22.545,21.741,23.752,-12.736,3.658,1.508,82.63,-2.289,3.04,73.168,32.959,92.323,36.681,20.919,46.413,68.864,90.074,58.434,61.768,61.264,35.363,52.23,75.533,58.666,48.468,51.609,47.654,62.97,59.868,76.851,80.109,31.95,39.667,43.311,80.729,83.792,76.503,77.356,31.097,42.226,46.917,38.271,43.893,13.339,43.311,46.956,9.422,67.856,26.755,35.324,54.711,70.415,22.528,95.037,50.64,60.023,64.405,61.497,1,0.857,4.273,0.32
11845,RZBISFRQCSUTDV-LBPRGKRZSA-N,O=C(NCC[C@H]1C=CNCC1)OCn1c(=O)[nH]c2ccccc21,"(pose_E325_0657_02, pose_H241_0941_016)",[1*][C@H]1C=CNCC1.[8*]n1c(=O)n([13*])c2ccccc21.[1*]CCNC(=O)OC[13*],316.361,1.527,5,3,4,0.78,1,88.15,0.445,0.952,0.766,0.268,0.447,0.246,0.142,0.251,0.215,0.589,0.495,0.084,0.151,0.626,1.0,0.007,0.009,0.554,0.041,0.007,0.148,0.006,0.603,0.286,0.263,0.026,0.111,0.03,0.042,0.49,0.538,-4.997,23.475,2.154,-25.129,-14.337,2.687,0.811,73.405,-2.612,-7.291,45.87,38.93,59.112,77.259,63.804,86.119,54.808,59.325,79.178,76.735,45.095,74.254,81.621,70.803,70.919,70.686,74.603,59.442,79.798,32.648,60.333,60.915,85.111,40.364,23.653,93.757,57.697,28.771,70.105,54.478,39.667,66.033,67.584,72.043,85.77,47.693,62.582,56.844,65.878,49.128,36.254,31.02,5.428,12.33,60.838,39.124,47.615,58.589,3.722,0,0.878,3.511,0.32
